owner,repo_name,pull_number,url,first_commit_changefile,total_changefile
nerfstudio-project,viser,445,https://github.com/nerfstudio-project/viser/pull/445,src/viser/_messages.py;src/viser/client/src/ThreeAssets.tsx,src/viser/_messages.py;src/viser/client/src/ThreeAssets.tsx
brentyi,tyro,289,https://github.com/brentyi/tyro/pull/289,tests/test_custom_constructors.py;tests/test_py311_generated/test_custom_constructors_generated.py,docs/source/examples/hierarchical_structures.rst;tests/test_custom_constructors.py;tests/test_py311_generated/test_custom_constructors_generated.py
84codes,crystal-packages,30,https://github.com/84codes/crystal-packages/pull/30,.github/scripts/upload-to-packagecloud.sh;.github/workflows/ci.yml,.github/scripts/upload-to-packagecloud.sh;.github/workflows/ci.yml
anthropics,anthropic-quickstarts,261,https://github.com/anthropics/anthropic-quickstarts/pull/261,computer-use-demo/computer_use_demo/streamlit.py,computer-use-demo/computer_use_demo/streamlit.py
yumemi-inc,Tart,121,https://github.com/yumemi-inc/Tart/pull/121,gradle/libs.versions.toml,README.md;gradle/libs.versions.toml;tart-logging/src/commonMain/kotlin/io/yumemi/tart/logging/LoggingMiddleware.kt;tart-logging/src/commonTest/kotlin/io/yumemi/tart/logging/LoggingMiddlewareTest.kt;tart-message/src/commonMain/kotlin/io/yumemi/tart/message/MessageMiddleware.kt;tart-message/src/commonTest/kotlin/io/yumemi/tart/message/MessageMiddlewareTest.kt
dbieber,GoNoteGo,111,https://github.com/dbieber/GoNoteGo/pull/111,.github/workflows/build.yml,.github/workflows/build.yml
giselles-ai,giselle,726,https://github.com/giselles-ai/giselle/pull/726,packages/giselle-sdk/src/react/index.ts,.cursor/rules/design-mode.mdc;.cursor/rules/vercel-cli.mdc;packages/giselle-sdk/src/react/index.ts
84codes,crystal-packages,29,https://github.com/84codes/crystal-packages/pull/29,fedora/Dockerfile;fedora/crystal.spec,alpine/Dockerfile;debian-static/Dockerfile;debian/Dockerfile;debian/debian/control;fedora/Dockerfile;fedora/crystal.spec
mattermost,mattermost,30610,https://github.com/mattermost/mattermost/pull/30610,server/.golangci.yml;server/channels/app/slashcommands/auto_environment.go,.github/workflows/api.yml;.github/workflows/codeql-analysis.yml;.github/workflows/e2e-tests-ci-template.yml;.github/workflows/esrupgrade-common.yml;.github/workflows/i18n-ci-template.yml;.github/workflows/mmctl-test-template.yml;.github/workflows/scorecards-analysis.yml;.github/workflows/server-ci-artifacts.yml;.github/workflows/server-ci-report.yml;.github/workflows/server-ci-template.yml;.github/workflows/server-test-template.yml;.github/workflows/tag-public-module.yaml;.gitignore;NOTICE.txt;api/v4/source/custom_profile_attributes.yaml;e2e-tests/.ci/server.prepare.sh;e2e-tests/.ci/server.run_playwright.sh;e2e-tests/cypress/tests/integration/channels/enterprise/channel/channel_groups_spec.ts;e2e-tests/cypress/tests/integration/channels/users/deactivated_user_spec.ts;e2e-tests/playwright/.percy.yml;e2e-tests/playwright/README.md;e2e-tests/playwright/asset/archive.zip;e2e-tests/playwright/asset/mattermost-icon_128x128.png;e2e-tests/playwright/asset/mattermost.png;e2e-tests/playwright/asset/sample_text_file.txt;e2e-tests/playwright/global_setup.ts;e2e-tests/playwright/lib/package.json;e2e-tests/playwright/lib/src/flag.ts;e2e-tests/playwright/lib/src/global_setup.ts;e2e-tests/playwright/lib/src/server/default_config.ts;e2e-tests/playwright/lib/src/test_fixture.ts;e2e-tests/playwright/lib/src/ui/components/channels/center_view.ts;e2e-tests/playwright/lib/src/ui/components/global_header.ts;e2e-tests/playwright/package-lock.json;e2e-tests/playwright/package.json;e2e-tests/playwright/playwright.config.ts;e2e-tests/playwright/sample.env;e2e-tests/playwright/script/post_install.sh;e2e-tests/playwright/specs/accessibility/channels/account_menu_keyboard.spec.ts;e2e-tests/playwright/specs/accessibility/channels/intro_channel.spec.ts;e2e-tests/playwright/specs/accessibility/common/login.spec.ts;e2e-tests/playwright/specs/accessibility/common/reset_password.spec.ts;e2e-tests/playwright/specs/accessibility/common/signup_user_complete.spec.ts;e2e-tests/playwright/specs/client/schema.ts;e2e-tests/playwright/specs/client/upload_file.spec.ts;e2e-tests/playwright/specs/functional/channels/account_settings/profile/popover_fields.spec.ts;e2e-tests/playwright/specs/functional/channels/drafts/drafts_on_deleted_message.spec.ts;e2e-tests/playwright/specs/functional/channels/edit_file_attachments/edit_file_attachment.spec.ts;e2e-tests/playwright/specs/functional/channels/gif_picker/gif_picker_search.spec.ts;e2e-tests/playwright/specs/functional/channels/message_priority/standard_priority.spec.ts;e2e-tests/playwright/specs/functional/channels/notifications/notification.spec.ts;e2e-tests/playwright/specs/functional/channels/scheduled_drafts/create_scheduled_draft.spec.ts;e2e-tests/playwright/specs/functional/channels/search/find_channels.spec.ts;e2e-tests/playwright/specs/functional/channels/search/search_box_suggestions.spec.ts;e2e-tests/playwright/specs/functional/channels/search/team_selector.spec.ts;e2e-tests/playwright/specs/functional/channels/settings/notifications/highlight_without_notification.spec.ts;e2e-tests/playwright/specs/functional/system_console/desktop_landing.spec.ts;e2e-tests/playwright/specs/functional/system_console/mobile_security.spec.ts;e2e-tests/playwright/specs/functional/system_console/permissions/team_access.spec.ts;e2e-tests/playwright/specs/functional/system_console/system_users/actions.spec.ts;e2e-tests/playwright/specs/functional/system_console/system_users/column_sort.spec.ts;e2e-tests/playwright/specs/functional/system_console/system_users/column_toggler.spec.ts;e2e-tests/playwright/specs/functional/system_console/system_users/export_data.spec.ts;e2e-tests/playwright/specs/functional/system_console/system_users/filter_popover.spec.ts;e2e-tests/playwright/specs/functional/system_console/system_users/search.spec.ts;e2e-tests/playwright/specs/test_setup.ts;e2e-tests/playwright/specs/visual/channels/intro_channel.spec.ts;e2e-tests/playwright/specs/visual/channels/intro_channel.spec.ts-snapshots/intro-to-channel-as-regular-user-chrome-linux.png;e2e-tests/playwright/specs/visual/channels/intro_channel.spec.ts-snapshots/intro-to-channel-as-regular-user-firefox-linux.png;e2e-tests/playwright/specs/visual/channels/intro_channel.spec.ts-snapshots/intro-to-channel-as-regular-user-ipad-linux.png;e2e-tests/playwright/specs/visual/common/landing_page.spec.ts;e2e-tests/playwright/specs/visual/common/landing_page.spec.ts-snapshots/landing-login-chrome-linux.png;e2e-tests/playwright/specs/visual/common/landing_page.spec.ts-snapshots/landing-login-firefox-linux.png;e2e-tests/playwright/specs/visual/common/landing_page.spec.ts-snapshots/landing-login-ipad-linux.png;e2e-tests/playwright/specs/visual/common/login.spec.ts;e2e-tests/playwright/specs/visual/common/login.spec.ts-snapshots/login-chrome-linux.png;e2e-tests/playwright/specs/visual/common/login.spec.ts-snapshots/login-error-chrome-linux.png;e2e-tests/playwright/specs/visual/common/login.spec.ts-snapshots/login-error-firefox-linux.png;e2e-tests/playwright/specs/visual/common/login.spec.ts-snapshots/login-error-free-edition-chrome-linux.png;e2e-tests/playwright/specs/visual/common/login.spec.ts-snapshots/login-error-free-edition-firefox-linux.png;e2e-tests/playwright/specs/visual/common/login.spec.ts-snapshots/login-error-free-edition-ipad-linux.png;e2e-tests/playwright/specs/visual/common/login.spec.ts-snapshots/login-error-ipad-linux.png;e2e-tests/playwright/specs/visual/common/login.spec.ts-snapshots/login-firefox-linux.png;e2e-tests/playwright/specs/visual/common/login.spec.ts-snapshots/login-free-edition-chrome-linux.png;e2e-tests/playwright/specs/visual/common/login.spec.ts-snapshots/login-free-edition-firefox-linux.png;e2e-tests/playwright/specs/visual/common/login.spec.ts-snapshots/login-free-edition-ipad-linux.png;e2e-tests/playwright/specs/visual/common/login.spec.ts-snapshots/login-ipad-linux.png;e2e-tests/playwright/specs/visual/common/signup_email.spec.ts;e2e-tests/playwright/specs/visual/common/signup_email.spec.ts-snapshots/signup-email-chrome-linux.png;e2e-tests/playwright/specs/visual/common/signup_email.spec.ts-snapshots/signup-email-error-chrome-linux.png;e2e-tests/playwright/specs/visual/common/signup_email.spec.ts-snapshots/signup-email-error-firefox-linux.png;e2e-tests/playwright/specs/visual/common/signup_email.spec.ts-snapshots/signup-email-error-free-edition-chrome-linux.png;e2e-tests/playwright/specs/visual/common/signup_email.spec.ts-snapshots/signup-email-error-free-edition-firefox-linux.png;e2e-tests/playwright/specs/visual/common/signup_email.spec.ts-snapshots/signup-email-error-free-edition-ipad-linux.png;e2e-tests/playwright/specs/visual/common/signup_email.spec.ts-snapshots/signup-email-error-ipad-linux.png;e2e-tests/playwright/specs/visual/common/signup_email.spec.ts-snapshots/signup-email-firefox-linux.png;e2e-tests/playwright/specs/visual/common/signup_email.spec.ts-snapshots/signup-email-free-edition-chrome-linux.png;e2e-tests/playwright/specs/visual/common/signup_email.spec.ts-snapshots/signup-email-free-edition-firefox-linux.png;e2e-tests/playwright/specs/visual/common/signup_email.spec.ts-snapshots/signup-email-free-edition-ipad-linux.png;e2e-tests/playwright/specs/visual/common/signup_email.spec.ts-snapshots/signup-email-ipad-linux.png;e2e-tests/playwright/test/package.json;e2e-tests/playwright/test/specs/visual/channels/intro_channel.spec.ts-snapshots/intro-to-channel-as-regular-user-chrome-linux.png;e2e-tests/playwright/test/specs/visual/channels/intro_channel.spec.ts-snapshots/intro-to-channel-as-regular-user-firefox-linux.png;e2e-tests/playwright/test/specs/visual/channels/intro_channel.spec.ts-snapshots/intro-to-channel-as-regular-user-ipad-linux.png;e2e-tests/playwright/tsconfig.json;server/.golangci.yml;server/Makefile;server/channels/api4/bleve.go;server/channels/api4/channel.go;server/channels/api4/channel_test.go;server/channels/api4/cluster.go;server/channels/api4/config.go;server/channels/api4/custom_profile_attributes.go;server/channels/api4/custom_profile_attributes_test.go;server/channels/api4/elasticsearch.go;server/channels/api4/file_test.go;server/channels/api4/group.go;server/channels/api4/group_test.go;server/channels/api4/handlers.go;server/channels/api4/ip_filtering.go;server/channels/api4/license.go;server/channels/api4/outgoing_oauth_connection.go;server/channels/api4/post.go;server/channels/api4/system.go;server/channels/api4/team.go;server/channels/api4/team_test.go;server/channels/app/admin.go;server/channels/app/authorization.go;server/channels/app/authorization_test.go;server/channels/app/bot.go;server/channels/app/bot_test.go;server/channels/app/channel.go;server/channels/app/custom_profile_attributes.go;server/channels/app/custom_profile_attributes_test.go;server/channels/app/emoji.go;server/channels/app/export.go;server/channels/app/export_test.go;server/channels/app/file.go;server/channels/app/file_bench_test.go;server/channels/app/imaging/orientation.go;server/channels/app/imaging/orientation_test.go;server/channels/app/import_functions.go;server/channels/app/import_functions_test.go;server/channels/app/integration_action.go;server/channels/app/integration_action_test.go;server/channels/app/license.go;server/channels/app/notification.go;server/channels/app/oauth.go;server/channels/app/platform/cluster_handlers.go;server/channels/app/platform/enterprise.go;server/channels/app/platform/service.go;server/channels/app/platform/shared_channel_notifier.go;server/channels/app/plugin.go;server/channels/app/plugin_api.go;server/channels/app/plugin_api_test.go;server/channels/app/plugin_commands.go;server/channels/app/plugin_install.go;server/channels/app/plugin_test.go;server/channels/app/post.go;server/channels/app/post_helpers_test.go;server/channels/app/post_metadata.go;server/channels/app/post_metadata_test.go;server/channels/app/post_permission_utils.go;server/channels/app/properties/property_value.go;server/channels/app/report.go;server/channels/app/saml.go;server/channels/app/scheduled_post.go;server/channels/app/slack.go;server/channels/app/slashcommands/auto_environment.go;server/channels/app/status.go;server/channels/app/support_packet_test.go;server/channels/app/syncables.go;server/channels/app/team.go;server/channels/app/user.go;server/channels/app/user_test.go;server/channels/app/webhook.go;server/channels/app/webhook_test.go;server/channels/db/migrations/migrations.list;server/channels/db/migrations/mysql/000134_create_access_control_policies.down.sql;server/channels/db/migrations/mysql/000134_create_access_control_policies.up.sql;server/channels/db/migrations/postgres/000134_create_access_control_policies.down.sql;server/channels/db/migrations/postgres/000134_create_access_control_policies.up.sql;server/channels/jobs/post_persistent_notifications/scheduler.go;server/channels/manualtesting/manual_testing.go;server/channels/store/layer_generators/main.go;server/channels/store/retrylayer/retrylayer.go;server/channels/store/retrylayer/retrylayer_test.go;server/channels/store/searchtest/helper.go;server/channels/store/sqlstore/access_control_policy_store.go;server/channels/store/sqlstore/access_control_policy_store_test.go;server/channels/store/sqlstore/channel_store_categories.go;server/channels/store/sqlstore/property_value_store.go;server/channels/store/sqlstore/retention_policy_store.go;server/channels/store/sqlstore/store.go;server/channels/store/sqlstore/user_store.go;server/channels/store/store.go;server/channels/store/storetest/access_control_policy_store.go;server/channels/store/storetest/mocks/AccessControlPolicyStore.go;server/channels/store/storetest/mocks/PropertyValueStore.go;server/channels/store/storetest/mocks/Store.go;server/channels/store/storetest/property_value_store.go;server/channels/store/storetest/store.go;server/channels/store/timerlayer/timerlayer.go;server/channels/utils/license_test.go;server/channels/web/saml.go;server/channels/web/webhook.go;server/channels/wsapi/websocket_handler.go;server/cmd/mmctl/commands/token_e2e_test.go;server/config/client.go;server/einterfaces/mocks/PolicyDecisionPointInterface.go;server/einterfaces/pdp.go;server/enterprise/elasticsearch/common/common.go;server/enterprise/elasticsearch/common/test_suite.go;server/enterprise/elasticsearch/elasticsearch/elasticsearch.go;server/enterprise/elasticsearch/opensearch/opensearch.go;server/go.mod;server/go.sum;server/i18n/de.json;server/i18n/en.json;server/i18n/nl.json;server/i18n/pl.json;server/i18n/sv.json;server/i18n/uk.json;server/platform/services/sharedchannel/channelinvite.go;server/platform/services/sharedchannel/channelinvite_test.go;server/platform/services/sharedchannel/service_api.go;server/platform/services/slackimport/slackimport.go;server/platform/services/telemetry/telemetry.go;server/public/model/access_request.go;server/public/model/client4.go;server/public/model/config.go;server/public/model/custom_profile_attributes.go;server/public/model/custom_profile_attributes_test.go;server/public/model/license.go;server/public/model/license_test.go;server/public/model/role.go;server/public/model/session.go;server/public/model/version.go;server/public/pluginapi/license.go;server/public/pluginapi/license_test.go;server/public/shared/markdown/autolink.go;server/public/shared/markdown/autolink_test.go;server/tests/custom-schema-cpa.ldif;server/tests/custom-schema-objectID.ldif;server/tests/exif_samples/down-mirrored.jpg;server/tests/exif_samples/down-mirrored.png;server/tests/exif_samples/down-mirrored.tiff;server/tests/exif_samples/down-mirrored.webp;server/tests/exif_samples/down.jpg;server/tests/exif_samples/down.png;server/tests/exif_samples/down.tiff;server/tests/exif_samples/down.webp;server/tests/exif_samples/left-mirrored.jpg;server/tests/exif_samples/left-mirrored.png;server/tests/exif_samples/left-mirrored.tiff;server/tests/exif_samples/left-mirrored.webp;server/tests/exif_samples/left.jpg;server/tests/exif_samples/left.png;server/tests/exif_samples/left.tiff;server/tests/exif_samples/left.webp;server/tests/exif_samples/right-mirrored.jpg;server/tests/exif_samples/right-mirrored.png;server/tests/exif_samples/right-mirrored.tiff;server/tests/exif_samples/right-mirrored.webp;server/tests/exif_samples/right.jpg;server/tests/exif_samples/right.png;server/tests/exif_samples/right.tiff;server/tests/exif_samples/right.webp;server/tests/exif_samples/up-mirrored.jpg;server/tests/exif_samples/up-mirrored.png;server/tests/exif_samples/up-mirrored.tiff;server/tests/exif_samples/up-mirrored.webp;server/tests/exif_samples/up.jpg;server/tests/exif_samples/up.png;server/tests/exif_samples/up.tiff;server/tests/exif_samples/up.webp;server/tests/orientation_test_9.jpeg;server/tests/orientation_test_9_expected_preview.jpeg;server/tests/orientation_test_9_expected_thumb.jpeg;server/tests/test-data.ldif;webapp/.gitignore;webapp/channels/src/actions/views/rhs.test.ts;webapp/channels/src/actions/views/rhs.ts;webapp/channels/src/components/admin_console/admin_definition.tsx;webapp/channels/src/components/admin_console/billing/billing_subscriptions/contact_sales_card.tsx;webapp/channels/src/components/admin_console/custom_profile_attributes/custom_profile_attributes.test.tsx;webapp/channels/src/components/admin_console/custom_profile_attributes/custom_profile_attributes.tsx;webapp/channels/src/components/admin_console/license_settings/enterprise_edition/enterprise_edition_right_panel.tsx;webapp/channels/src/components/admin_console/license_settings/license_settings.tsx;webapp/channels/src/components/admin_console/permission_schemes_settings/strings/groups.tsx;webapp/channels/src/components/admin_console/permission_schemes_settings/strings/permissions.tsx;webapp/channels/src/components/admin_console/schema_admin_settings.scss;webapp/channels/src/components/admin_console/secure_connections/secure_connection_detail.tsx;webapp/channels/src/components/admin_console/server_logs/logs.tsx;webapp/channels/src/components/admin_console/server_logs/plain_log_list.tsx;webapp/channels/src/components/admin_console/system_properties/controls.tsx;webapp/channels/src/components/admin_console/system_properties/system_properties.test.tsx;webapp/channels/src/components/admin_console/system_properties/user_properties_delete_modal.test.tsx;webapp/channels/src/components/admin_console/system_properties/user_properties_dot_menu.scss;webapp/channels/src/components/admin_console/system_properties/user_properties_dot_menu.test.tsx;webapp/channels/src/components/admin_console/system_properties/user_properties_dot_menu.tsx;webapp/channels/src/components/admin_console/system_properties/user_properties_table.test.tsx;webapp/channels/src/components/admin_console/system_properties/user_properties_table.tsx;webapp/channels/src/components/admin_console/system_properties/user_properties_type_menu.scss;webapp/channels/src/components/admin_console/system_properties/user_properties_type_menu.test.tsx;webapp/channels/src/components/admin_console/system_properties/user_properties_type_menu.tsx;webapp/channels/src/components/admin_console/system_properties/user_properties_utils.test.ts;webapp/channels/src/components/admin_console/system_properties/user_properties_utils.ts;webapp/channels/src/components/admin_console/system_properties/user_properties_values.scss;webapp/channels/src/components/admin_console/system_properties/user_properties_values.test.tsx;webapp/channels/src/components/admin_console/system_properties/user_properties_values.tsx;webapp/channels/src/components/admin_console/system_roles/system_role/__snapshots__/system_role_permission.test.tsx.snap;webapp/channels/src/components/admin_console/system_roles/system_role/system_role_permission.tsx;webapp/channels/src/components/admin_console/system_users/system_users_export/index.tsx;webapp/channels/src/components/admin_console/team_channel_settings/channel/details/channel_details.tsx;webapp/channels/src/components/admin_console/team_channel_settings/channel/details/index.ts;webapp/channels/src/components/admin_console/team_channel_settings/team/details/team_details.tsx;webapp/channels/src/components/admin_console/workspace-optimization/dashboard.data.tsx;webapp/channels/src/components/advanced_text_editor/formatting_bar/formatting_bar.test.tsx;webapp/channels/src/components/advanced_text_editor/formatting_bar/formatting_bar.tsx;webapp/channels/src/components/announcement_bar/configuration_bar/configuration_bar.test.tsx;webapp/channels/src/components/channel_banner/channel_banner.test.tsx;webapp/channels/src/components/channel_banner/index.tsx;webapp/channels/src/components/channel_banner/style.scss;webapp/channels/src/components/channel_bookmarks/channel_bookmarks_create_modal.tsx;webapp/channels/src/components/channel_view/__snapshots__/channel_view.test.tsx.snap;webapp/channels/src/components/channel_view/channel_view.tsx;webapp/channels/src/components/common/hooks/useEntity.ts;webapp/channels/src/components/plugin_link_tooltip/index.test.tsx;webapp/channels/src/components/plugin_link_tooltip/index.tsx;webapp/channels/src/i18n/en.json;webapp/channels/src/sass/routes/_admin-console.scss
giselles-ai,giselle,719,https://github.com/giselles-ai/giselle/pull/719,deploy-trigger;ignore-build-step.sh,deploy-trigger;ignore-build-step.sh
giselles-ai,giselle,728,https://github.com/giselles-ai/giselle/pull/728,packages/giselle-engine/src/core/runs/add-run.ts,packages/giselle-engine/src/core/runs/add-run.ts
